index,51,53,54,55,56,57,58,59
D_0__Bacteria;D_1__Verrucomicrobia;D_2__OPB35 soil group;D_3__uncultured soil bacterium,42,16,0,32,0,72,324,43
D_0__Bacteria;D_1__Verrucomicrobia;D_2__OPB35 soil group;__,159,168,183,144,216,105,73,192
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Opitutae;D_3__Opitutae vadinHA64,0,0,0,0,0,15,0,0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Opitutae;D_3__Opitutales,830,314,150,247,436,306,224,124
D_0__Bacteria;D_1__Verrucomicrobia;D_2__S-BQ2-57 soil group;D_3__uncultured bacterium,0,0,0,9,0,0,0,0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Spartobacteria;D_3__Chthoniobacterales,354,288,871,593,203,441,524,341
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobia Incertae Sedis;D_3__Unknown Order,0,0,0,5,7,23,7,0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales,95,68,106,138,23,250,177,64
D_0__Bacteria;D_1__WS2;__;__,16,0,0,0,0,0,0,0
D_0__Bacteria;D_1__WS6;D_2__uncultured bacterium;D_3__uncultured bacterium,8,0,0,0,0,0,6,0
D_0__Bacteria;D_1__WS6;D_2__uncultured organism;D_3__uncultured organism,0,0,0,0,0,0,7,0
